# Output from hector version 1.1
year,run_name,spinup,component,variable,value,units
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,SF6_halocarbon,hc_concentration,0,pptv
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC11_halocarbon,hc_emission,0,Gg
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC11_halocarbon,hc_concentration,0,pptv
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC12_halocarbon,hc_emission,0,Gg
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC12_halocarbon,hc_concentration,0,pptv
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC113_halocarbon,hc_emission,0,Gg
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC113_halocarbon,hc_concentration,0,pptv
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC114_halocarbon,hc_emission,0,Gg
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC114_halocarbon,hc_concentration,0,pptv
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC115_halocarbon,hc_emission,0,Gg
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC115_halocarbon,hc_concentration,0,pptv
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CCl4_halocarbon,hc_emission,0,Gg
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CCl4_halocarbon,hc_concentration,0,pptv
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CH3CCl3_halocarbon,hc_emission,0,Gg
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CH3CCl3_halocarbon,hc_concentration,0,pptv
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HCF22_halocarbon,hc_emission,0,Gg
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HCF22_halocarbon,hc_concentration,0,pptv
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HCF141b_halocarbon,hc_emission,0,Gg
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HCF141b_halocarbon,hc_concentration,0,pptv
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HCF142b_halocarbon,hc_emission,0,Gg
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HCF142b_halocarbon,hc_concentration,0,pptv
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,halon1211_halocarbon,hc_emission,0,Gg
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,halon1211_halocarbon,hc_concentration,0,pptv
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,halon1301_halocarbon,hc_emission,0,Gg
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,halon1301_halocarbon,hc_concentration,0,pptv
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,halon2402_halocarbon,hc_emission,0,Gg
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,halon2402_halocarbon,hc_concentration,0,pptv
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CH3Br_halocarbon,hc_emission,0,Gg
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CH3Br_halocarbon,hc_concentration,5.8,pptv
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CH3Cl_halocarbon,hc_emission,0,Gg
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CH3Cl_halocarbon,hc_concentration,504,pptv
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,atm_ocean_flux_HL,1,Pg C/yr
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,atm_ocean_flux_LL,-1,Pg C/yr
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,carbon_DO,25982,Pg C
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,carbon_HL,140.116,Pg C
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,carbon_IO,8407.4,Pg C
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,carbon_LL,780.492,Pg C
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,DIC_HL,2103.68,umol/kg
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,DIC_LL,2067.92,umol/kg
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,HL_DO_Cflux,98.9739,Pg C/yr
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,atm_ocean_flux,0,Pg C/yr
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,OmegaAr_HL,0,(undefined)
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,OmegaAr_LL,0,(undefined)
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,OmegaCa_HL,0,(undefined)
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,OmegaCa_LL,0,(undefined)
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,PCO2_HL,0,(undefined)
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,PCO2_LL,0,(undefined)
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,pH_HL,0,(undefined)
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,pH_LL,0,(undefined)
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,Temp_HL,2,degC
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,Temp_LL,22,degC
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,ocean_c,35310,Pg C
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,CO3_HL,0,(undefined)
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,CO3_LL,0,(undefined)
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,ocean_timesteps,1,(unitless)
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,atm_land_flux,-0.20597,Pg C/yr
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,anthroEmissions,0.003,Pg C/yr
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,lucEmissions,0,Pg C/yr
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,npp,50,Pg C/yr
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,rh,50.206,Pg C/yr
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,Ca,276.701,ppmv CO2
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,atmos_c,589.573,Pg C
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,atmos_c_residual,0,Pg C
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,veg_c,525.409,Pg C
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,detritus_c,56.54,Pg C
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,soil_c,1803.55,Pg C
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,earth_c,0,Pg C
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,temp_doeclim,Tgav,0,degC
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,temp_doeclim,flux_mixed,0,W/m2
19,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,temp_doeclim,flux_interior,0,W/m2
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,OH,TAU_OH,6.6,Years
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CH4,CH4,653,ppbv CH4
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ozone,O3,30,DU O3
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,bc,BC_emissions,0,Tg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,oc,OC_emissions,0,Tg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,N2O,N2O,272.96,ppbv N2O
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CF4_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CF4_halocarbon,hc_concentration,35,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,C2F6_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,C2F6_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC23_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC23_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC32_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC32_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC4310_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC4310_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC125_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC125_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC134a_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC134a_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC143a_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC143a_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC227ea_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC227ea_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC245fa_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC245fa_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,SF6_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,SF6_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC11_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC11_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC12_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC12_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC113_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC113_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC114_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC114_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC115_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC115_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CCl4_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CCl4_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CH3CCl3_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CH3CCl3_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HCF22_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HCF22_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HCF141b_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HCF141b_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HCF142b_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HCF142b_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,halon1211_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,halon1211_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,halon1301_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,halon1301_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,halon2402_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,halon2402_halocarbon,hc_concentration,0,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CH3Br_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CH3Br_halocarbon,hc_concentration,5.8,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CH3Cl_halocarbon,hc_emission,0,Gg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CH3Cl_halocarbon,hc_concentration,504,pptv
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,atm_ocean_flux_HL,1,Pg C/yr
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,atm_ocean_flux_LL,-1,Pg C/yr
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,carbon_DO,25981.5,Pg C
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,carbon_HL,140.148,Pg C
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,carbon_IO,8407.65,Pg C
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,carbon_LL,780.688,Pg C
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,DIC_HL,2104.16,umol/kg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,DIC_LL,2068.44,umol/kg
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,HL_DO_Cflux,99.0303,Pg C/yr
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,atm_ocean_flux,0,Pg C/yr
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,OmegaAr_HL,0,(undefined)
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,OmegaAr_LL,0,(undefined)
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,OmegaCa_HL,0,(undefined)
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,OmegaCa_LL,0,(undefined)
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,PCO2_HL,0,(undefined)
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,PCO2_LL,0,(undefined)
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,pH_HL,0,(undefined)
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,pH_LL,0,(undefined)
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,Temp_HL,2,degC
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,Temp_LL,22,degC
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,ocean_c,35310,Pg C
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,CO3_HL,0,(undefined)
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,CO3_LL,0,(undefined)
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ocean,ocean_timesteps,1,(unitless)
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,atm_land_flux,-0.211028,Pg C/yr
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,anthroEmissions,0.003,Pg C/yr
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,lucEmissions,0,Pg C/yr
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,npp,50,Pg C/yr
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,rh,50.211,Pg C/yr
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,Ca,276.795,ppmv CO2
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,atmos_c,589.779,Pg C
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,atmos_c_residual,0,Pg C
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,veg_c,524.52,Pg C
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,detritus_c,56.5025,Pg C
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,soil_c,1804.27,Pg C
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,simpleNbox,earth_c,0,Pg C
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,temp_doeclim,Tgav,0,degC
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,temp_doeclim,flux_mixed,0,W/m2
20,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,temp_doeclim,flux_interior,0,W/m2
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,OH,TAU_OH,6.6,Years
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CH4,CH4,653,ppbv CH4
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,ozone,O3,30,DU O3
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,bc,BC_emissions,0,Tg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,oc,OC_emissions,0,Tg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,N2O,N2O,272.96,ppbv N2O
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CF4_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CF4_halocarbon,hc_concentration,35,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,C2F6_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,C2F6_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC23_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC23_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC32_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC32_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC4310_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC4310_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC125_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC125_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC134a_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC134a_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC143a_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC143a_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC227ea_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC227ea_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC245fa_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HFC245fa_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,SF6_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,SF6_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC11_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC11_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC12_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC12_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC113_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC113_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC114_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC114_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC115_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CFC115_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CCl4_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CCl4_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CH3CCl3_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CH3CCl3_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HCF22_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HCF22_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HCF141b_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HCF141b_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HCF142b_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,HCF142b_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,halon1211_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,halon1211_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,halon1301_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,halon1301_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,halon2402_halocarbon,hc_emission,0,Gg
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,halon2402_halocarbon,hc_concentration,0,pptv
21,rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1,CH3Br_halocarbon,hc_emission,0,Gg
