# Output from hector version 1.1
run_name,Year,Ca,Ftot
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1975,325.299,0.542356
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1976,326.544,0.726836
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1977,327.818,0.93921
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1978,329.182,0.977636
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1979,330.589,1.02253
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1980,332.052,1.14048
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1981,333.524,1.12844
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1982,334.923,0.51249
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1983,336.29,0.283735
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1984,337.597,0.896434
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1985,338.873,1.24702
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1986,340.246,1.36567
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1987,341.727,1.45882
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1988,343.287,1.56199
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1989,344.922,1.64426
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1990,346.62,1.70255
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1991,348.336,0.823344
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1992,350.071,0.277889
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1993,351.67,1.0665
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1994,353.097,1.66311
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1995,354.563,1.89896
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1996,356.144,2.00881
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1997,357.812,2.08234
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1998,359.529,2.1616
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,1999,361.243,2.23359
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2000,362.923,2.28834
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2001,364.608,2.31821
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2002,366.341,2.34438
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2003,368.119,2.37232
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2004,369.982,2.4015
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2005,371.982,2.38358
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2006,374.096,2.31
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2007,376.24,2.28558
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2008,378.368,2.32876
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2009,380.485,2.37178
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2010,382.603,2.41472
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2011,384.727,2.45772
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2012,386.86,2.50074
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2013,389.003,2.54379
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2014,391.155,2.58681
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2015,393.322,2.62984
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2016,418.52,2.97554
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2017,441.943,3.28038
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2018,442.13,3.29611
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2019,443.028,3.32039
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2020,444.264,3.34864
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2021,445.67,3.37943
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2022,447.182,3.41114
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2023,448.775,3.44349
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2024,450.433,3.47632
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2025,452.151,3.50957
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2026,453.925,3.54323
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2027,455.754,3.57727
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2028,457.635,3.61169
rcp45_doeclim_CO2_impulse_100Pg_in2015_timestep_precision,2029,459.568,3.6465
