,,,,,Trans,Ref,Diff
2039,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,2.79524,2.01169,0.78355
2040,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,2.83758,2.02034,0.81724
2041,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,2.87963,2.02855,0.85108
2042,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,2.92142,2.03635,0.88507
2043,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,2.96298,2.04378,0.9192
2044,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.00434,2.05088,0.95346
2045,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.04555,2.0577,0.98785
2046,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.08665,2.06429,1.02236
2047,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.12768,2.07069,1.05699
2048,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.16867,2.07694,1.09173
2049,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.20965,2.08307,1.12658
2050,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.25065,2.08912,1.16153
2051,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.29104,2.09446,1.19658
2052,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.33083,2.09909,1.23174
2053,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.37018,2.1032,1.26698
2054,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.4092,2.1069,1.3023
2055,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.44799,2.11026,1.33773
2056,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.48659,2.11336,1.37323
2057,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.52506,2.11624,1.40882
2058,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.56342,2.11895,1.44447
2059,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.60172,2.1215,1.48022
2060,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.63996,2.12394,1.51602
2061,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.67806,2.12615,1.55191
2062,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.71602,2.12816,1.58786
2063,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.75389,2.13,1.62389
2064,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.7917,2.13172,1.65998
2065,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.82946,2.13333,1.69613
2066,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.8672,2.13486,1.73234
2067,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.90492,2.13631,1.76861
2068,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.94265,2.1377,1.80495
2069,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,3.98039,2.13905,1.84134
2070,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.01813,2.14035,1.87778
2071,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.05578,2.14149,1.91429
2072,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.09332,2.14247,1.95085
2073,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.13079,2.14334,1.98745
2074,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.16821,2.1441,2.02411
2075,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.20561,2.14479,2.06082
2076,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.24299,2.14541,2.09758
2077,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.28036,2.14598,2.13438
2078,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.31773,2.1465,2.17123
2079,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.35511,2.14698,2.20813
2080,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.39249,2.14742,2.24507
2081,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.42425,2.14766,2.27659
2082,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.4505,2.14773,2.30277
2083,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.47276,2.14768,2.32508
2084,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.49203,2.14757,2.34446
2085,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.509,2.14744,2.36156
2086,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.52414,2.14729,2.37685
2087,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.53781,2.14715,2.39066
2088,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.55028,2.14703,2.40325
2089,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.56175,2.14693,2.41482
2090,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.57238,2.14686,2.42552
2091,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.5823,2.14682,2.43548
2092,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.5916,2.14682,2.44478
2093,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.60037,2.14685,2.45352
2094,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.60867,2.14692,2.46175
2095,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.61655,2.14702,2.46953
2096,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.62407,2.14715,2.47692
2097,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.63126,2.14732,2.48394
2098,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.63815,2.14753,2.49062
2099,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.64478,2.14776,2.49702
2100,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.65116,2.14803,2.50313
2101,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.65727,2.14827,2.509
2102,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.66312,2.14849,2.51463
2103,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.66876,2.14871,2.52005
2104,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.6742,2.14894,2.52526
2105,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.67947,2.14918,2.53029
2106,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.68458,2.14943,2.53515
2107,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.68954,2.1497,2.53984
2108,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.69437,2.14999,2.54438
2109,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.69907,2.1503,2.54877
2110,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.70365,2.15062,2.55303
2111,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.70812,2.15095,2.55717
2112,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.71247,2.1513,2.56117
2113,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.71673,2.15165,2.56508
2114,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.72088,2.15202,2.56886
2115,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.72493,2.15239,2.57254
2116,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.72889,2.15276,2.57613
2117,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.73277,2.15314,2.57963
2118,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.73655,2.15352,2.58303
2119,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.74025,2.1539,2.58635
2120,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.74387,2.15428,2.58959
2121,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.7474,2.15466,2.59274
2122,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.75086,2.15503,2.59583
2123,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.75425,2.1554,2.59885
2124,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.75756,2.15577,2.60179
2125,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.7608,2.15612,2.60468
2126,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.76396,2.15647,2.60749
2127,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.76706,2.15682,2.61024
2128,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.77009,2.15715,2.61294
2129,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.77306,2.15747,2.61559
2130,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.77596,2.15779,2.61817
2131,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.7788,2.15809,2.62071
2132,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.78158,2.15839,2.62319
2133,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.7843,2.15867,2.62563
2134,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.78696,2.15894,2.62802
2135,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.78956,2.15919,2.63037
2136,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.7921,2.15944,2.63266
2137,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.7946,2.15967,2.63493
2138,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.79703,2.15989,2.63714
2139,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.79942,2.1601,2.63932
2140,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.80175,2.16029,2.64146
2141,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.80403,2.16047,2.64356
2142,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.80626,2.16064,2.64562
2143,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.80844,2.16079,2.64765
2144,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.81057,2.16093,2.64964
2145,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.81266,2.16105,2.65161
2146,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.8147,2.16116,2.65354
2147,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.8167,2.16126,2.65544
2148,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.81865,2.16134,2.65731
2149,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.82066,2.16151,2.65915
2150,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.82274,2.16178,2.66096
2151,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.82486,2.16211,2.66275
2152,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.82699,2.1625,2.66449
2153,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.82914,2.16292,2.66622
2154,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.83129,2.16336,2.66793
2155,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.83344,2.16384,2.6696
2156,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.83558,2.16432,2.67126
2157,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.83771,2.16483,2.67288
2158,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.83983,2.16534,2.67449
2159,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.84194,2.16587,2.67607
2160,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.84403,2.1664,2.67763
2161,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.84611,2.16694,2.67917
2162,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.84817,2.16748,2.68069
2163,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.85022,2.16803,2.68219
2164,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.85225,2.16858,2.68367
2165,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.85426,2.16913,2.68513
2166,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.85625,2.16969,2.68656
2167,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.85823,2.17025,2.68798
2168,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.86019,2.17081,2.68938
2169,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.86213,2.17137,2.69076
2170,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.86406,2.17193,2.69213
2171,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.86597,2.17249,2.69348
2172,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.86786,2.17306,2.6948
2173,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.86974,2.17362,2.69612
2174,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.8716,2.17418,2.69742
2175,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.87344,2.17474,2.6987
2176,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.87526,2.1753,2.69996
2177,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.87707,2.17586,2.70121
2178,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.87887,2.17641,2.70246
2179,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.88065,2.17697,2.70368
2180,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.88241,2.17752,2.70489
2181,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.88416,2.17808,2.70608
2182,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.88589,2.17863,2.70726
2183,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.8876,2.17918,2.70842
2184,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.8893,2.17973,2.70957
2185,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.89099,2.18027,2.71072
2186,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.89266,2.18082,2.71184
2187,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.89432,2.18136,2.71296
2188,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.89596,2.1819,2.71406
2189,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.89759,2.18244,2.71515
2190,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.89921,2.18297,2.71624
2191,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.90081,2.18351,2.7173
2192,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.9024,2.18404,2.71836
2193,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.90397,2.18457,2.7194
2194,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.90553,2.18509,2.72044
2195,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.90708,2.18562,2.72146
2196,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.90862,2.18614,2.72248
2197,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.91014,2.18666,2.72348
2198,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.91165,2.18718,2.72447
2199,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.91315,2.1877,2.72545
2200,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.91463,2.18821,2.72642
2201,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.9161,2.18872,2.72738
2202,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.91756,2.18923,2.72833
2203,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.91901,2.18973,2.72928
2204,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.92045,2.19024,2.73021
2205,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.92188,2.19074,2.73114
2206,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.92329,2.19124,2.73205
2207,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.9247,2.19173,2.73297
2208,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.92609,2.19223,2.73386
2209,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.92747,2.19272,2.73475
2210,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.92884,2.19321,2.73563
2211,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.9302,2.19369,2.73651
2212,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.93155,2.19418,2.73737
2213,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.93289,2.19466,2.73823
2214,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.93422,2.19514,2.73908
2215,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.93554,2.19561,2.73993
2216,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.93685,2.19609,2.74076
2217,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.93815,2.19656,2.74159
2218,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.93944,2.19703,2.74241
2219,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.94072,2.1975,2.74322
2220,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.94199,2.19796,2.74403
2221,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.94325,2.19843,2.74482
2222,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.9445,2.19889,2.74561
2223,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.94575,2.19934,2.74641
2224,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.94698,2.1998,2.74718
2225,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.9482,2.20025,2.74795
2226,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.94942,2.2007,2.74872
2227,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.95063,2.20115,2.74948
2228,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.95183,2.2016,2.75023
2229,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.95302,2.20204,2.75098
2230,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.9542,2.20249,2.75171
2231,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.95537,2.20293,2.75244
2232,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.95653,2.20336,2.75317
2233,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.95769,2.2038,2.75389
2234,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.95884,2.20423,2.75461
2235,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.95998,2.20466,2.75532
2236,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.96111,2.20509,2.75602
2237,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.96224,2.20552,2.75672
2238,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.96336,2.20594,2.75742
2239,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.96447,2.20637,2.7581
2240,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.96557,2.20679,2.75878
2241,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.96666,2.2072,2.75946
2242,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.96775,2.20762,2.76013
2243,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.96883,2.20803,2.7608
2244,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.9699,2.20845,2.76145
2245,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.97097,2.20886,2.76211
2246,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.97203,2.20926,2.76277
2247,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.97308,2.20967,2.76341
2248,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.97412,2.21007,2.76405
2249,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.97516,2.21048,2.76468
2250,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.97619,2.21087,2.76532
2251,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.97722,2.21127,2.76595
2252,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.97823,2.21167,2.76656
2253,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.97925,2.21206,2.76719
2254,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.98025,2.21245,2.7678
2255,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.98125,2.21284,2.76841
2256,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.98224,2.21323,2.76901
2257,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.98323,2.21362,2.76961
2258,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.98421,2.214,2.77021
2259,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.98518,2.21438,2.7708
2260,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.98615,2.21476,2.77139
2261,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.98711,2.21514,2.77197
2262,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.98807,2.21552,2.77255
2263,rcp45_doeclim_co2ppm_transient_conc_in2010_x4,0,temp_doeclim,Tgav,4.98902,2.2159,2.77312
