# Output from hector version 1.1
run_name,Year,Ca,Ftot
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1811,278.052,-0.995664
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1812,278.052,-0.325641
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1813,278.052,-0.132484
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1814,278.052,-0.661194
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1815,278.052,-2.13489
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1816,278.052,-2.64609
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1817,278.052,-1.47727
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1818,278.052,-0.343438
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1819,278.052,0.112277
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1820,278.052,0.244254
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1821,278.052,0.253744
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1822,278.052,0.254497
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1823,278.052,0.255263
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1824,278.052,0.256043
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1825,278.052,0.256839
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1826,278.052,0.25765
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1827,278.052,0.258478
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1828,278.052,0.254948
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1829,278.052,0.220811
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1830,278.052,0.0073174
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1831,278.052,-0.368031
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1832,278.052,-0.45461
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1833,278.052,-0.151792
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1834,278.052,-0.312701
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1835,278.052,-0.954838
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1836,278.052,-0.914451
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1837,278.052,-0.314039
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1838,278.052,0.0807746
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1839,278.052,0.21749
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1840,278.052,0.218608
